ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0052154,Sadhna,1958,137 min,7.2,65,Drama            ,hindi
tt0232069,Mayor Nair,1966,-,-,-,-,malayalam
tt4675850,Do Dilon Ki Sangam,1993,-,-,-,Romance            ,hindi
tt5613302,Onno Jibon,1995,-,6.5,13,Drama            ,bengali
tt11137920,Garuda,2020,-,-,-,Drama            ,kannada
tt13550698,Sajid Ali Thahim,2019,-,-,-,"Short, Adventure            ",urdu
tt8963208,Itho Enthan Deivam,1972,136 min,-,-,Drama            ,tamil
tt1473380,Kalai Arasi,1963,123 min,8.1,36,"Comedy, Sci-Fi            ",tamil
tt0149674,Congregation,1986,140 min,6.5,15,Drama            ,oriya
tt6748128,Sathya Vaakku,1990,-,-,-,-,tamil
tt4315506,Jaggubhai,2010,127 min,3.7,46,Action            ,tamil
tt1365485,Maruthamalai,2007,165 min,5.3,135,Action            ,tamil
tt14323892,Nepal Snehi Kaakha,2018,-,-,-,Short            ,nepali
tt5581790,Jessie,2016,123 min,6.4,18,"Drama, Romance            ",kannada
tt0178562,Hazaar Chaurasi Ki Maa,1998,186 min,7.2,271,Drama            ,hindi
tt11215008,Ucha Shamla Jatt Da,1984,-,-,-,"Action, Drama, Family            ",punjabi
tt0376339,Woh Phir Nahin Aaye,1981,-,-,-,Drama            ,hindi
tt1995389,Oridathoru Postman,2010,129 min,3.7,68,Drama            ,malayalam
tt0239514,Jwalamukhi,1980,162 min,5.9,27,"Action, Romance, Drama            ",hindi
tt10940482,Oru Avadhikaalam,2010,85 min,-,-,Comedy            ,malayalam
tt0250393,Gaali Medalu,1962,134 min,-,-,-,telugu
tt0144023,Yatrik,1952,-,8.6,7,Drama            ,hindi
tt10731866,Bakrid,2019,121 min,7.4,262,Drama            ,tamil
tt4917618,Kaanchaana,2011,-,7.0,16,"Comedy, Romance, Thriller            ",kannada
tt0277947,Pavakkoothu,1990,-,4.8,29,"Comedy, Drama            ",malayalam
tt0263583,Kokila,1989,-,6.4,27,"Action, Crime, Drama            ",telugu
tt8116258,Thiruda Thirudi,2003,132 min,6.2,159,"Comedy, Romance            ",tamil
tt0214612,Daabi,1943,-,-,-,-,bengali
-,James,II,60 min,-,-,Action            ,kannada
tt0373286,Sangam,1954,-,-,-,"Drama, Family            ",hindi
tt0403276,Mashooq,1992,-,5.4,40,"Drama, Romance            ",hindi
tt12740832,Ramaniyechiyude Namathil,2015,-,-,-,"Short, Drama            ",malayalam
tt5692812,Bhagavathykaavile Papikal: Sinners at the Goddess Abode,2016,8 min,-,-,"Short, Drama            ",malayalam
-,Lollypop Since 1947,,-,-,-,Comedy            ,hindi
tt7662200,Jiban Jigyasa,1971,148 min,6.2,5,Drama            ,bengali
tt6141600,14th Lux Style Awards,2015 TV Special,-,-,-,Music            ,urdu
tt8374600,So Simple,2012,-,-,-,Drama            ,nepali
tt0417445,Attention,1946,-,-,-,Action            ,hindi
tt4112264,Paathshala,2014,117 min,7.3,89,Drama            ,telugu
tt0234190,Manamagal,1951,-,5.2,5,-,tamil
-,Aaravam,,-,-,-,"Action, Romance            ",malayalam
tt6801740,Days of Borapura,2018,-,-,-,Comedy            ,kannada
tt3696192,Singh Is Bliing,2015,141 min,5.0,"7,695","Action, Comedy            ",hindi
tt0320327,Puyal Padam Pattu,1987,-,-,-,-,tamil
tt1582587,Ratri Sheshey,1957,-,-,-,Drama            ,bengali
tt7441812,Kalankini Based on the Novel by Gulshan Nanda 1993,1993,120 min,-,-,"Drama, Family, Romance            ",hindi
tt0231075,Aaitya Bilavar Nagoba,1979,-,6.5,6,-,marathi
tt0262242,Asha Jyoti,1984,142 min,6.3,43,"Drama, Family, Romance            ",hindi
tt10843328,Thiranottam,1978,-,-,-,Drama            ,malayalam
tt12735950,Gangaputrulu,2011,-,-,-,Drama            ,telugu
tt13103212,Irul,2021,91 min,5.8,"2,030","Mystery, Thriller            ",malayalam
tt10300302,Okate Life,2019,129 min,-,-,Drama            ,telugu
tt7699326,Antariksha,1957,130 min,-,-,Drama            ,bengali
tt14283236,Gunavantha,2007,-,-,-,Drama            ,kannada
tt2338862,Chemistry,2013,-,5.1,7,Romance            ,hindi
tt13613152,Thee,2009,-,1.9,17,Drama            ,tamil
tt8499778,Baikocha Bhau,1962,-,-,-,"Drama, Family            ",marathi
tt0489560,Shaadi Se Pehle,2006,122 min,4.1,730,"Comedy, Musical, Romance            ",hindi
tt7531040,Meyaadha Maan,2017,147 min,7.2,926,"Comedy, Romance            ",tamil
tt0363189,Villainpur Matha,1983,-,-,-,-,tamil
tt4896960,Scribbles on Akka,2000,60 min,-,-,Drama            ,hindi
tt6218812,Geet Kahin Sangeet Kahin,1969,-,-,-,Drama            ,urdu
-,Bhogi,,-,-,-,-,tamil
tt0156782,Meenakshi,1942,155 min,7.2,12,Drama            ,hindi
tt0301240,Moksha: Salvation,2001,150 min,6.2,385,"Crime, Drama, Thriller            ",hindi
tt9817674,Swarna Malsyangal,2019,118 min,6.0,5,Drama            ,malayalam
tt3827434,Yeti,2014,62 min,-,-,Drama            ,hindi
tt1176960,One Two Three,2008,135 min,5.3,"2,473","Comedy, Crime            ",hindi
tt2608642,Aai Thor Tujhe Upkaar,1999,153 min,-,-,Drama            ,marathi
tt4643782,Amdavad Junction,2013,95 min,4.4,16,Mystery            ,hindi
-,Rana,,-,-,-,"Action, Drama, History            ",tamil
tt14232928,Trishanku,2011,-,-,-,Drama            ,bengali
tt4773160,Bidhatar Lekha,2007,150 min,6.6,54,Drama            ,bengali
tt4815964,Africa,1954,-,-,-,Action            ,hindi
tt2126282,Ekk Deewana Tha,2012,136 min,5.9,"2,927","Drama, Romance            ",hindi
tt0265730,Sethu,1999,130 min,8.1,"2,328","Action, Drama, Romance            ",tamil
tt0239795,Percy,1989,128 min,7.0,26,-,gujarati
tt6787632,Vanna Jigina,2015,-,-,-,Drama            ,tamil
tt13531286,Chari Ori Fireli Yaha Mogi Mata,2020,-,-,-,Family            ,gujarati
tt1579868,Puttinilla Mettinilla,1994,-,-,-,Drama            ,telugu
tt2337867,Choron Ki Baraat,2015,-,-,-,Comedy            ,hindi
tt1356912,Jayasimha,1987,141 min,7.0,19,-,kannada
tt7602562,1234,2016,-,6.5,10,Drama            ,marathi
tt0383386,Guru,2003,162 min,5.5,70,Action            ,hindi
tt10173122,Diwana Tere Dil Ka,1997,-,-,-,Romance            ,hindi
tt11122324,Krishna Rao Supermarket,2019,149 min,5.7,43,Thriller            ,telugu
tt0318973,Alai Osai,1984,-,6.8,11,-,tamil
tt0243368,Kuasha,1949,-,-,-,Drama            ,bengali
tt1147527,Doraemon: Nobita and the Knights on Dinosaurs,1987,90 min,6.6,215,"Animation, Adventure, Family            ",hindi
tt13387564,Wing One's Way...,2020,-,-,-,"Short, Drama            ",assamese
tt0213511,Bhaktaraj,1943,-,-,-,-,hindi
tt1758795,The To Do List,2013,104 min,5.8,"37,325","Comedy, Romance            ",sanskrit
tt2897300,Toote Dil,1980,-,-,-,Romance            ,hindi
tt5809170,Badsha the Don,2016,157 min,5.4,382,"Action, Romance            ",bengali
-,Thapadya,,-,-,-,Drama            ,marathi
tt4657784,Bachchon Ka Khel,1983,-,-,-,Drama            ,hindi
tt0206067,Kachche Dhaage,1999,144 min,6.0,"1,408","Action, Drama, Thriller            ",hindi
tt14110554,Santri Badshah,1978,-,-,-,Drama            ,punjabi
tt8076988,Vizhi Moodi Yosithaal,2014,122 min,7.7,18,"Action, Sci-Fi, Thriller            ",tamil
tt5454752,Maratha Battalion,2002,-,-,-,Action            ,marathi
tt1579740,Ayodhya,I 2005,-,-,-,Drama            ,telugu
tt2775846,Panchhi,2001,-,-,-,Drama            ,nepali
tt0244774,Sandhya Belar Rupkatha,1950,-,-,-,Drama            ,bengali
tt2671344,Birbal My Brother,1973,105 min,-,-,Drama            ,hindi
tt0364658,Shama,1981,-,6.9,13,"Crime, Drama, Romance            ",hindi
tt13493960,Lokamay Yathara,2008,28 min,-,-,"Documentary, Short            ",malayalam
tt0940645,Abhinandane,2005,-,-,-,-,kannada
-,Trapped in Hell,,-,-,-,"Action, Horror, Thriller            ",hindi
tt2855648,Madras Cafe,2013,130 min,7.7,"23,083","Action, Drama, Thriller            ",hindi
tt0450432,Gopala Rao Gari Ammayi,1980,130 min,8.5,44,Comedy            ,telugu
-,Chegu,,94 min,-,-,Drama            ,bengali
tt8870540,Vignesh,2004,125 min,-,-,Drama            ,telugu
tt14189086,Devaru Kotta Thangi,2009,-,-,-,Drama            ,kannada
tt2888072,Vasna,1991,-,2.8,5,Action            ,hindi
tt2739318,Jeb Katari,1997,-,-,-,Action            ,hindi
tt8505204,Sapana,1993,-,-,-,Drama            ,nepali
tt14025550,Bola Dajiba,1987,-,-,-,Drama            ,marathi
tt14188632,Vayuputra,2009,142 min,-,-,Drama            ,kannada
tt10183822,Thalayatti Bommaigal,1986,120 min,-,-,Drama            ,tamil
tt0254467,Kalithozhan,1966,-,-,-,-,malayalam
tt6914504,Rakshaka Bhatudu,2017,-,-,-,Drama            ,telugu
tt0215734,Dwanda,1943,-,-,-,Drama            ,bengali
tt0245333,Ondu Muthina Kathe,1987,131 min,7.5,157,Drama            ,kannada
-,Daavu,,-,-,-,-,tamil
tt0156858,Pachai Vilakku,1964,158 min,6.0,13,-,tamil
tt14399502,Manusher Bagan,2020,-,-,-,Drama            ,bengali
tt3509180,Trishala Ka Laal,1978,-,-,-,Drama            ,hindi
tt0256355,Rustom-E-Rome,1964,106 min,6.4,5,"Action, Adventure, Drama            ",hindi
tt0346001,Thaalam Thettiya Tharattu,1983,-,-,-,"Drama, Romance            ",malayalam
tt10295824,Kalavani 2,2019,141 min,4.0,81,"Comedy, Drama, Romance            ",tamil
-,Kankaal,,-,-,-,Comedy            ,hindi
tt0352273,David David Mr. David,1988,-,-,-,-,malayalam
tt0244205,Samsheer,1953,-,-,-,-,hindi
tt0306041,Sammohanam,1994,106 min,5.9,8,Drama            ,malayalam
tt12916336,Raaga Thaalangal,2018,104 min,-,-,Drama            ,tamil
tt14210672,Shikari,1984,-,-,-,-,urdu
tt1247670,Kanhaiyaa,1981,-,5.4,5,"Action, Crime, Drama            ",hindi
tt1774421,In Scary House,2010 Video,-,6.7,6,Comedy            ,malayalam
tt3657934,Sajna Ve Sajna,2007,149 min,-,-,Drama            ,punjabi
tt7569812,Soojidaara,2019,-,7.7,43,"Drama, Mystery, Thriller            ",kannada
tt11603750,Thackeray,2020,-,-,-,Action            ,kannada
tt14462740,Y.D Family,2018,137 min,-,-,Drama            ,gujarati
tt2606836,Mastaner Upor Mastan,2002,-,6.4,9,Action            ,bengali
tt11135910,Kastoori,2019,100 min,8.8,30,Drama            ,marathi
tt0177480,Aadharshila,1982,154 min,6.2,18,Drama            ,hindi
tt10427038,Modalaindi Ela,2011,100 min,-,-,-,telugu
-,Dangerous,2021,-,-,-,"Action, Romance, Thriller            ",telugu
tt12941098,Pari of Pokhara,2020,23 min,-,-,Short            ,urdu
-,Mom's Coming,2022,-,-,-,"Horror, Musical, Thriller            ",telugu
tt0275679,Silayugathile Sthreekal,1996,-,-,-,-,malayalam
tt0253882,Vanamala,1951,-,-,-,-,malayalam
tt6096470,Hamdam,1967,-,-,-,Drama            ,urdu
tt0235601,Money Order,1990 TV Movie,-,-,-,-,malayalam
tt2679070,Bhootni,2000,-,-,-,Horror            ,hindi
tt0234871,Thanthulli,1979,-,-,-,-,malayalam
tt0355868,Pallivathuckal Thommichan,1996,-,4.5,8,Drama            ,malayalam
-, Siyaasat,2014– ,-,-,-,History            ,urdu
tt0373927,Intezar,1973,116 min,5.8,5,Drama            ,hindi
tt1601916,The Lost Detective,1920,-,-,-,"Short, Comedy            ",rajastani
tt10895780,Rama Chakkani Seetha,2019,126 min,6.1,114,"Drama, Romance            ",telugu
tt5111382,Palabi Kothae,1997,158 min,7.9,334,"Comedy, Drama            ",bengali
tt10409702,Preethso Hrudayagaligondu Pisumaathu,2019,-,-,-,Romance            ,kannada
tt2527714,Main Tum Aur Imran Hashmi,2011 TV Movie,90 min,7.6,7,Family            ,urdu
tt0805331,Inspector Kiran,2004,118 min,-,-,"Action, Crime, Drama            ",hindi
-,Sunny Side-up,,-,-,-,"Short, Adventure            ",malayalam
tt2148420,Chinna Poove Mella Pesu,1987,-,5.9,7,Romance            ,tamil
tt0843335,Desamuduru,2007,148 min,6.1,"1,528","Action, Drama            ",telugu
tt0370078,Yaru Nanu,1990,-,-,-,-,kannada
tt0186816,Amme Anupame,1977,-,4.4,7,-,malayalam
tt14519216,Ente Manasaputhri,2007– ,-,-,-,Romance            ,malayalam
tt8878514,Sunpani,2015,-,-,-,Drama            ,nepali
tt13185710,Abani Udavla Baar,2009,-,-,-,Comedy            ,marathi
tt0272023,Chakrayudham,1978,-,-,-,-,malayalam
tt12465740,En Uyir Nee Thaane,1998,150 min,-,-,Drama            ,tamil
tt9110260,Bap Boro Na Shoshur Boro,2010,-,-,-,Family            ,bengali
tt8749962,Ashke,2018,122 min,6.9,698,"Drama, Romance            ",punjabi
tt8929166,Aayudham Seivom,2008,143 min,4.1,17,Drama            ,tamil
tt0234724,Shor,1972,170 min,7.2,329,Drama            ,hindi
tt0370800,Jalpari,1952,-,-,-,Fantasy            ,hindi
tt0178180,Aakraman,1975,139 min,6.3,44,"Drama, History, Romance            ",hindi
tt0193509,Simham Navindi,1983,-,5.3,14,-,telugu
tt1579702,Shabash Ramu,1993,-,-,-,Comedy            ,telugu
tt14320492,Pallakki,2007,141 min,-,-,Drama            ,kannada
tt13774606,Gun Pe Done,2019,120 min,-,-,Comedy            ,hindi
tt8244508,Babulu Gadi Debba,1984,-,-,-,Drama            ,telugu
tt0834177,Vaibhavam,1998,-,-,-,Drama            ,telugu
tt0359771,Surja Dighal Bari,1979,131 min,8.4,292,Drama            ,bengali
tt7401868,Kartooz,2015,156 min,-,-,"Action, Crime, Thriller            ",bengali
tt14252694,Sangaathi,2008,-,-,-,Drama            ,kannada
tt0213734,Jai Bhawani,1961,-,-,-,-,hindi
tt5040904,Enemy?,2015,94 min,8.1,19,Drama            ,konkani
tt0389135,Mahasati Savitri,1955,-,-,-,-,hindi
tt0352961,Urukku Manushyan,1986,-,-,-,-,malayalam
tt0230553,Mysore Tonga,1968,144 min,-,-,-,kannada
tt0259390,Ladki,1953,161 min,5.8,15,Comedy            ,hindi
tt1907761,Stanley Ka Dabba,2011,96 min,7.8,"6,359","Comedy, Drama, Family            ",hindi
tt0245408,Sahasa,1952,-,-,-,Drama            ,bengali
tt3920882,Leena,2012,8 min,-,-,"Short, Thriller            ",malayalam
tt8852284,Life Jothe Ondu Selfie,2018,121 min,7.1,22,Romance            ,kannada
tt4971308,Naxalite,2000,-,-,-,Action            ,kannada
tt13459576,Kuchchikoo Kuchiku,2018,133 min,-,-,-,kannada
tt8269204,Ammammagarillu,2018,156 min,5.5,140,Romance            ,telugu
tt14189064,Mooru Guttu Ondu Sullu Ondu Nija,2009,-,-,-,Drama            ,kannada
tt3874834,Bhagyalipi,1979,-,-,-,Drama            ,bengali
-,Matti: Naa Totlo,,-,-,-,Drama            ,telugu
tt0235344,Dil Farosh,1937,-,-,-,-,hindi
tt4564892,Prime Time,2015,-,-,-,-,marathi
tt7746986,Samantaral,2017,114 min,7.6,743,Drama            ,bengali
tt0271955,Agni,1978,117 min,-,-,-,malayalam
tt6722986,Badhshala,2013,100 min,7.3,31,Drama            ,nepali
tt1954598,Ladies vs. Ricky Bahl,2011,140 min,6.0,"8,947","Comedy, Crime, Drama            ",urdu
tt13621256,Kombu,2020,111 min,4.5,40,Thriller            ,tamil
tt3449978,Nuvvante Nakistam,2005,151 min,3.6,18,Romance            ,telugu
tt0187214,Kondaveeti Simham,1981,163 min,7.4,90,"Action, Drama, Family            ",telugu
tt0278948,Ashthami Rohini,1975,-,-,-,-,malayalam
tt8908240,Akka Thangai,1969,141 min,-,-,Drama            ,tamil
tt5321044,One Way Ticket,2016,94 min,5.0,35,Mystery            ,marathi
tt5687418,Commander,1994,-,-,-,"Action, Drama            ",bengali
tt10127732,Rojavai Killathe,1993,-,-,-,Drama            ,tamil
tt12788586,Perversion,2020,60 min,-,-,Drama            ,hindi
tt0155521,Bahadur Pratap,1947,-,-,-,-,hindi
tt0323410,Nilapennay,1990,-,6.7,7,-,tamil
tt0232306,Phalithamsha,1976,-,-,-,-,kannada
tt2185084,From Sydney with Love,2012,-,6.2,69,"Comedy, Romance            ",hindi
tt6827430,Ninaithen Vandhai,1998,150 min,6.7,182,"Drama, Romance            ",tamil
tt9584438,Aik Mohabbat Kafi Hai,2018– ,-,6.8,10,Drama            ,oriya
tt4087770,Balwinder Singh Famous Ho Gaya,2014,136 min,3.6,49,Comedy            ,hindi
tt5894390,Punha Gondhal Punha Mujra,2014,-,6.0,22,Comedy            ,marathi
tt0370383,Call Girl,1974,-,6.6,24,"Drama, Family, Romance            ",hindi
tt0403327,Mukh O Mukhosh,1956,99 min,8.0,178,Drama            ,bengali
tt5728620,Begana,1966,-,-,-,Drama            ,urdu
tt11433696,Solo Brathuke So Better,2020,122 min,5.4,"1,165",Drama            ,telugu
tt8616016,Paaghadi (The Turban),2018,112 min,6.4,8,Drama            ,gujarati
tt10371258,Tushagni,2019,113 min,-,-,"Romance, Thriller            ",bengali
tt0155257,Thappitha Thala,1978,-,7.7,88,Drama            ,tamil
-,Charam,,-,-,-,Drama            ,malayalam
tt0250607,Nag Devta,1991,-,2.3,24,Action            ,punjabi
tt9430780,Bell Bottom,2019,130 min,8.2,"1,389","Comedy, Thriller            ",kannada
tt8956398,Mr. & Ms. Rowdy,2019,146 min,4.4,181,"Comedy, Thriller            ",malayalam
tt1334104,Sagar Alias Jackie: Reloaded,2009,139 min,5.2,876,"Action, Crime            ",malayalam
-,The Chase,II 2021,-,-,-,Thriller            ,tamil
tt4943558,Saheb Bibi Golaam,2016,121 min,6.5,625,"Action, Crime, Drama            ",bengali
tt0427522,Mera Jiwan,1976,-,-,-,Drama            ,hindi
tt0158626,Gaali,1944,122 min,-,-,"Drama, Mystery            ",hindi
tt14067748,Ata Mi Kashi Diste,2006,-,-,-,Family            ,marathi
tt5495248,Boxer,II 2015,124 min,6.0,10,"Action, Drama            ",kannada
tt0314521,Poo Vilangu,1984,-,5.9,13,-,tamil
tt0267367,Char Din,1949,-,-,-,-,hindi
tt0231362,Choravar More,1980,-,-,-,-,marathi
tt0363002,Qaidi,1984,110 min,6.1,29,"Action, Drama            ",hindi
tt6576140,Shilpi,1995,130 min,7.0,6,"Biography, Family, Musical            ",bengali
tt4213788,Kokhon Tomar Asbe Telephone,2014,-,4.4,7,"Comedy, Romance            ",bengali
tt3967962,Anokha Anubhav,2003,105 min,-,-,Thriller            ,hindi
tt0445283,Chemman Chaalai,2005,92 min,8.1,11,Drama            ,tamil
tt0389770,Atmabalam,1985,-,-,-,-,telugu
tt0463412,Anandabhairavi,2007,-,5.9,17,-,malayalam
tt0157294,Adwitiya,1968,116 min,7.1,12,Drama            ,bengali
tt13070626,Marumunai,2014,-,-,-,Drama            ,tamil
tt10743018,Desi,2019,129 min,-,-,Sport            ,punjabi
tt0323675,Poovellaam Kettuppaar,1999,-,6.5,450,"Comedy, Romance            ",tamil
tt0259547,Samar,1998,126 min,7.5,31,Drama            ,hindi
tt12183460,Parinda,2019,90 min,-,-,"Family, Musical            ",hindi
-,Sara's,,-,-,-,Comedy            ,malayalam
tt1855268,Main Krishna Hoon,2013,134 min,5.4,182,"Animation, Family, Musical            ",hindi
tt0332396,Sikharangal,1979,-,-,-,-,malayalam
tt0334295,Sankeerthanampole,1997,-,-,-,-,malayalam
tt2571022,Yaan,2014,153 min,3.5,335,"Action, Thriller            ",telugu
tt5373876,Padma Meghna Jamuna,1991,159 min,7.1,14,"Drama, Romance            ",urdu
tt7539190,Vizhithiru,2017,127 min,5.9,103,Drama            ,tamil
-,D Company,2021,-,-,-,"Action, Crime, Thriller            ",tamil
tt0352885,Sunil Vayassu 20,1986,120 min,5.3,6,"Crime, Drama            ",malayalam
tt1399074,Premi No. 1,2009,160 min,6.2,20,"Comedy, Drama, Romance            ",bengali
-,Vo Ladki,2022,-,-,-,"Drama, Romance            ",hindi
tt4512266,Ladies & Gentlemen,2015,-,6.7,23,-,telugu
tt13612498,Thottu Sellum Thendrale,2009,110 min,-,-,Drama            ,tamil
tt1667076,F.A.L.T.U,2011,120 min,4.6,"2,943","Comedy, Drama            ",punjabi
tt1215032,Clerk,1960,-,-,-,-,urdu
tt0353192,Arangu,1991,107 min,5.7,7,"Crime, Mystery            ",malayalam
tt1579745,Bhale Mavayya,1994,-,-,-,Family            ,telugu
tt0269938,Tamere Champone Ame Kel,1978,-,-,-,-,gujarati
tt1579695,Samarpana,1992,-,-,-,Drama            ,telugu
tt6062702,The Uninvited,II 2010,30 min,-,-,"Short, Crime, Drama            ",urdu
tt0246881,Railway Coolie,1998,-,6.0,6,-,telugu
tt2107838,The Spirit of Mumbai,2014,98 min,7.4,19,"Action, Crime            ",hindi
tt0276060,Desiya Geetham,1998,155 min,6.5,32,-,tamil
tt0323417,Niyaaya Geththidhu,1983,-,-,-,-,kannada
tt0054059,Manzil,I 1960,120 min,7.2,52,"Drama, Romance            ",urdu
tt14433510,Badami Halwa,2017,116 min,-,-,Drama            ,kannada
tt0212965,Girls' Hostel,1962,-,4.4,9,Drama            ,hindi
-,Lilith,VI,90 min,-,-,"Adventure, Horror, Mystery            ",telugu
tt0455663,Nuvvostanante Nenoddantana,2005,165 min,7.7,"2,913",Romance            ,telugu
tt0371605,Chhaya,1981,-,-,-,Musical            ,kannada
tt0272075,Ekaakini,1978,-,-,-,-,malayalam
tt1544559,Jaadui Pankh Aur Anya Kahaniyan,2010,-,-,-,Family            ,hindi
tt13986512,Nettru Varai Nee Yaaro,2002,-,-,-,Drama            ,tamil
tt2917382,Veera Madakari,2009,175 min,6.5,250,Action            ,kannada
tt1020899,Say Salaam India: 'Let's Bring the Cup Home',2007,130 min,6.3,89,"Drama, Sport            ",hindi
tt7794032,Nagarpuram,2018,-,-,-,-,tamil
tt10157194,Panchalankurichi,1996,-,6.2,5,Drama            ,tamil
tt1667838,I Hate Luv Storys,2010,129 min,5.6,"7,603","Comedy, Drama, Romance            ",hindi
tt13577598,Sutta Pazham,2008,130 min,-,-,Drama            ,tamil
tt0456643,Satyam,2003,144 min,6.7,203,Romance            ,telugu
tt14521402,Ganpati Bappa Morya,2014,-,-,-,Drama            ,telugu
tt8080982,Guvva Gorinka,2020,117 min,4.7,117,Romance            ,telugu
tt12071836,Naatu Kodi,2020,-,-,-,"Action, Comedy            ",telugu
tt3021244,Chaarfutiya Chhokare,2014,119 min,6.0,36,"Drama, Thriller            ",hindi
tt0928194,Arabikkatha,2007,150 min,7.5,858,Drama            ,malayalam
tt9014416,Choice,VI 2018,8 min,-,-,"Short, Drama, Family            ",malayalam
tt10158030,Maanasthan,2004,-,5.6,12,Drama            ,tamil
tt1316593,Ide Naa Modati Premalekha,2001,-,-,-,-,telugu
tt9890052,Thai Curry,2019,127 min,4.0,57,Comedy            ,bengali
tt6710602,Pakeeza,1979,-,-,-,Drama            ,urdu
tt0244948,Abhinetri,1940,131 min,-,-,Drama            ,bengali
tt1547940,Patham Nilayile Theevandi,2009,102 min,6.6,35,"Drama, Family            ",malayalam
tt1523452,Harishchandra Shaibya,1985,-,-,-,Drama            ,bengali
tt0318791,Unnai Vaazhthi Paadukiren,1992,123 min,5.4,7,-,tamil
tt2967570,Mela,2010,-,-,-,Drama            ,bengali
tt14129922,Dil Nasheen,1975,-,-,-,"Musical, Romance            ",urdu
tt0235846,Unnikrishnante Adyathe Christmas,1989,-,4.8,17,Drama            ,malayalam
tt0355665,Krishnagaradi,1985,-,-,-,-,telugu
tt0320421,Sathyaa,1988,147 min,7.8,705,"Action, Crime, Drama            ",tamil
tt0867401,Photographer,2006,147 min,4.6,159,"Action, Comedy, Drama            ",malayalam
tt13907158,Suicide,II 2011,-,-,-,Drama            ,kannada
tt2146836,Diamond Necklace,2012,157 min,7.2,"1,688","Drama, Romance            ",malayalam
tt0055055,Komal Gandhar,1961,134 min,7.2,241,"Drama, Musical            ",bengali
tt0156697,Kavi Joydev,1941,-,-,-,-,bengali
-,Aparajitha Ayodhya,2021,-,-,-,Drama            ,hindi
tt2431608,Neel Parbat Ke Paar,2002,-,-,-,Drama            ,hindi
tt0440044,Antim Nyay,1993,-,3.4,18,Action            ,hindi
tt14216794,Tyag,2002,-,-,-,"Drama, Romance            ",assamese
tt8459230,Lagi Toh Chhagi,2018,-,-,-,Drama            ,marathi
tt13629994,Chaar Nikame Panjma Mai,2020,-,-,-,Comedy            ,punjabi
tt1321393,Hello Premistara,2007,-,4.4,9,Drama            ,telugu
tt0355242,Bandhipottu Rudramma,1983,-,-,-,-,telugu
tt8482820,Rangalya Ratri Asha,1962,-,-,-,Drama            ,marathi
tt13449672,Dhira,2020,117 min,5.7,371,Animation            ,tamil
-,A Ranjith Cinema,,-,-,-,Thriller            ,malayalam
tt10275440,K-13,2019,103 min,6.1,416,"Action, Drama, Mystery            ",tamil
tt5348626,Maduveya Mamatheya Kareyole,2016,136 min,6.3,15,"Comedy, Drama, Romance            ",kannada
tt0231911,Kismet Ki Kasauti,1934,-,-,-,-,hindi
tt13445058,Sukumbasi,2000,-,-,-,Drama            ,nepali
tt5650246,The Golden Boyz,2016,110 min,-,-,"Adventure, Comedy, Drama            ",hindi
tt4916048,Island City,2015,108 min,6.8,313,Drama            ,hindi
tt8811192,Pichodi Chetilo Raayi,1999,145 min,-,-,Drama            ,telugu
tt4660426,Guru Pournima,2014,-,6.8,12,Drama            ,marathi
tt1524584,Uttar Lipi,1986,-,-,-,Drama            ,bengali
tt8971516,Iniya Raja,1990,127 min,-,-,Drama            ,tamil
-,Untitled Sejal Shah Project,2021,-,-,-,Drama            ,hindi
tt0213164,Poonji,1943,-,-,-,-,hindi
tt13729828,Sathya,2010,-,-,-,Drama            ,kannada
tt4971292,Uyirile Kalanthathu,2000,-,6.7,163,Thriller            ,hindi
tt0154199,Banchita,1948,-,-,-,Drama            ,bengali
tt1058030,Wayda,1940,-,-,-,-,hindi
tt0257888,Madhuvidhu,1970,-,-,-,-,malayalam
tt0318678,Senthamizh Paattu,1992,-,5.2,18,-,tamil
tt13563410,Varraar Sandiyar,1995,135 min,-,-,Drama            ,tamil
tt1440207,Iru Thuruvam,1971,-,5.9,7,-,tamil
tt1580036,Viyyala Vari Vindhu,1991,-,-,-,Comedy            ,telugu
tt0256302,Rani Rikshawali,1982,-,-,-,-,gujarati
tt3683430,Premalo... ABC,2014,-,-,-,-,telugu
tt0454484,Jatt Te Zameen,1989,134 min,6.4,14,"Action, Crime, Drama            ",punjabi
tt10128026,Mariyadhai,2009,-,5.9,12,-,tamil
tt0236403,Laheri Lutera,1937,-,-,-,Action            ,hindi
tt0279522,Youvanam,1974,-,-,-,-,malayalam
tt0374151,Raat Ke Andhere Mein,1987,110 min,4.3,9,"Horror, Mystery            ",hindi
tt0440043,Anokhi Chaal,1995,-,-,-,"Action, Drama, Mystery            ",hindi
tt8768862,Moodumulla bandam,1980,135 min,-,-,Drama            ,telugu
tt0427400,Jaaydaad,1989,129 min,4.4,15,"Crime, Drama            ",hindi
tt8427708,Toh Lagi Sharat,2018,137 min,7.9,45,"Comedy, Mystery, Thriller            ",gujarati
tt7543686,Nani Gopaler Biye,1973,122 min,7.3,7,"Comedy, Drama            ",bengali
tt3478806,Adi Manav,1977,-,-,-,Action            ,hindi
tt7451538,Sitamgar,2012–2013,-,-,-,"Drama, Romance            ",urdu
tt9104898,Amrutha Ghalige,2018,-,-,-,Drama            ,kannada
tt6543360,Naga bhairavi,2015,-,-,-,Horror            ,telugu
